,离职人数,疫情等级,月份,lunar_year,lunar_month,lunar_day,前一天在职人数,IsHoliday,IsSpringFestival
2018-01-02,100.0,0,1,2017,11,16,85909,0,0
2018-01-03,185.0,0,1,2017,11,17,85810,0,0
2018-01-04,590.0,0,1,2017,11,18,85972,0,0
2018-01-05,728.0,0,1,2017,11,19,85713,0,0
2018-01-06,554.0,0,1,2017,11,20,85338,0,0
2018-01-07,0.0,0,1,2017,11,21,85047,0,0
2018-01-08,804.0,0,1,2017,11,22,85299,0,0
2018-01-09,608.0,0,1,2017,11,23,84498,0,0
2018-01-10,437.0,0,1,2017,11,24,84048,0,0
2018-01-11,675.0,0,1,2017,11,25,83793,0,0
2018-01-12,802.0,0,1,2017,11,26,83357,0,0
2018-01-13,478.0,0,1,2017,11,27,82780,0,0
2018-01-14,0.0,0,1,2017,11,28,82509,0,0
2018-01-15,1343.0,0,1,2017,11,29,82691,0,0
2018-01-16,2520.0,0,1,2017,11,30,81350,0,0
2018-01-17,1322.0,0,1,2017,12,1,78934,0,0
2018-01-18,536.0,0,1,2017,12,2,78024,0,0
2018-01-19,934.0,0,1,2017,12,3,77694,0,0
2018-01-20,683.0,0,1,2017,12,4,76919,0,0
2018-01-21,0.0,0,1,2017,12,5,76239,0,0
2018-01-22,1493.0,0,1,2017,12,6,76242,0,0
2018-01-23,1225.0,0,1,2017,12,7,74752,0,0
2018-01-24,778.0,0,1,2017,12,8,73527,0,0
2018-01-25,803.0,0,1,2017,12,9,72754,0,0
2018-01-26,1226.0,0,1,2017,12,10,71953,0,0
2018-01-27,579.0,0,1,2017,12,11,70728,0,0
2018-01-28,0.0,0,1,2017,12,12,70149,0,0
2018-01-29,1026.0,0,1,2017,12,13,70149,0,0
2018-01-30,599.0,0,1,2017,12,14,69123,0,0
2018-01-31,382.0,0,1,2017,12,15,68528,0,0
2018-02-01,225.0,0,2,2017,12,16,68148,0,0
2018-02-02,108.0,0,2,2017,12,17,68058,0,0
2018-02-03,111.0,0,2,2017,12,18,68009,0,0
2018-02-04,0.0,0,2,2017,12,19,67984,0,0
2018-02-05,889.0,0,2,2017,12,20,68049,0,0
2018-02-06,285.0,0,2,2017,12,21,67161,0,0
2018-02-07,144.0,0,2,2017,12,22,66922,0,0
2018-02-08,446.0,0,2,2017,12,23,66825,0,0
2018-02-09,456.0,0,2,2017,12,24,66418,0,1
2018-02-10,56.0,0,2,2017,12,25,65962,0,1
2018-02-11,0.0,0,2,2017,12,26,65906,0,1
2018-02-12,0.0,0,2,2017,12,27,65906,0,1
2018-02-13,0.0,0,2,2017,12,28,65906,0,1
2018-02-14,1.0,0,2,2017,12,29,65906,0,1
2018-02-15,0.0,0,2,2017,12,30,65905,1,1
2018-02-16,1.0,0,2,2018,1,1,65905,1,1
2018-02-17,0.0,0,2,2018,1,2,65904,1,1
2018-02-18,0.0,0,2,2018,1,3,65904,1,1
2018-02-19,0.0,0,2,2018,1,4,65904,1,1
2018-02-20,0.0,0,2,2018,1,5,65904,1,1
2018-02-21,0.0,0,2,2018,1,6,65904,1,1
2018-02-22,0.0,0,2,2018,1,7,65904,0,1
2018-02-23,33.0,0,2,2018,1,8,65904,0,0
2018-02-24,84.0,0,2,2018,1,9,65875,0,0
2018-02-25,71.0,0,2,2018,1,10,66348,0,0
2018-02-26,148.0,0,2,2018,1,11,66789,0,0
2018-02-27,500.0,0,2,2018,1,12,67215,0,0
2018-02-28,615.0,0,2,2018,1,13,67179,0,0
2018-03-01,773.0,0,3,2018,1,14,67155,0,0
2018-03-02,1139.0,0,3,2018,1,15,66938,0,0
2018-03-03,397.0,0,3,2018,1,16,66504,0,0
2018-03-04,0.0,0,3,2018,1,17,67005,0,0
2018-03-05,425.0,0,3,2018,1,18,67805,0,0
2018-03-06,802.0,0,3,2018,1,19,67389,0,0
2018-03-07,504.0,0,3,2018,1,20,67326,0,0
2018-03-08,795.0,0,3,2018,1,21,67803,0,0
2018-03-09,660.0,0,3,2018,1,22,68057,0,0
2018-03-10,414.0,0,3,2018,1,23,67848,0,0
2018-03-11,0.0,0,3,2018,1,24,67802,0,0
2018-03-12,274.0,0,3,2018,1,25,68360,0,0
2018-03-13,465.0,0,3,2018,1,26,68109,0,0
2018-03-14,406.0,0,3,2018,1,27,68369,0,0
2018-03-15,549.0,0,3,2018,1,28,68801,0,0
2018-03-16,363.0,0,3,2018,1,29,68875,0,0
2018-03-17,263.0,0,3,2018,2,1,69174,0,0
2018-03-18,0.0,0,3,2018,2,2,69505,0,0
2018-03-19,207.0,0,3,2018,2,3,69992,0,0
2018-03-20,373.0,0,3,2018,2,4,69800,0,0
2018-03-21,352.0,0,3,2018,2,5,69811,0,0
2018-03-22,437.0,0,3,2018,2,6,69974,0,0
2018-03-23,389.0,0,3,2018,2,7,69874,0,0
2018-03-24,295.0,0,3,2018,2,8,69811,0,0
2018-03-25,0.0,0,3,2018,2,9,69788,0,0
2018-03-26,320.0,0,3,2018,2,10,69991,0,0
2018-03-27,419.0,0,3,2018,2,11,69676,0,0
2018-03-28,436.0,0,3,2018,2,12,69349,0,0
2018-03-29,746.0,0,3,2018,2,13,69128,0,0
2018-03-30,512.0,0,3,2018,2,14,68537,0,0
2018-03-31,170.0,0,3,2018,2,15,68133,0,0
2018-04-01,36.0,0,4,2018,2,16,68072,0,0
2018-04-02,123.0,0,4,2018,2,17,68134,0,0
2018-04-03,133.0,0,4,2018,2,18,68020,0,0
2018-04-04,1007.0,0,4,2018,2,19,67932,0,0
2018-04-05,1.0,0,4,2018,2,20,67134,1,0
2018-04-06,157.0,0,4,2018,2,21,67133,1,0
2018-04-07,106.0,0,4,2018,2,22,67132,1,0
2018-04-08,0.0,0,4,2018,2,23,67099,0,0
2018-04-09,222.0,0,4,2018,2,24,67199,0,0
2018-04-10,240.0,0,4,2018,2,25,66989,0,0
2018-04-11,297.0,0,4,2018,2,26,66819,0,0
2018-04-12,358.0,0,4,2018,2,27,67168,0,0
2018-04-13,380.0,0,4,2018,2,28,67242,0,0
2018-04-14,266.0,0,4,2018,2,29,67177,0,0
2018-04-15,0.0,0,4,2018,2,30,67232,0,0
2018-04-16,294.0,0,4,2018,3,1,67522,0,0
2018-04-17,278.0,0,4,2018,3,2,67250,0,0
2018-04-18,253.0,0,4,2018,3,3,67134,0,0
2018-04-19,445.0,0,4,2018,3,4,67239,0,0
2018-04-20,398.0,0,4,2018,3,5,67155,0,0
2018-04-21,293.0,0,4,2018,3,6,67062,0,0
2018-04-22,0.0,0,4,2018,3,7,66995,0,0
2018-04-23,369.0,0,4,2018,3,8,67229,0,0
2018-04-24,395.0,0,4,2018,3,9,66868,0,0
2018-04-25,396.0,0,4,2018,3,10,66617,0,0
2018-04-26,967.0,0,4,2018,3,11,66624,0,0
2018-04-27,566.0,0,4,2018,3,12,65955,0,0
2018-04-28,579.0,0,4,2018,3,13,65631,0,0
2018-04-29,0.0,0,4,2018,3,14,65382,1,0
2018-04-30,287.0,0,4,2018,3,15,65382,1,0
2018-05-01,87.0,0,5,2018,3,16,65103,1,0
2018-05-02,202.0,0,5,2018,3,17,65016,0,0
2018-05-03,210.0,0,5,2018,3,18,64821,0,0
2018-05-04,451.0,0,5,2018,3,19,65204,0,0
2018-05-05,222.0,0,5,2018,3,20,65119,0,0
2018-05-06,0.0,0,5,2018,3,21,65474,0,0
2018-05-07,294.0,0,5,2018,3,22,65929,0,0
2018-05-08,294.0,0,5,2018,3,23,65644,0,0
2018-05-09,349.0,0,5,2018,3,24,65647,0,0
2018-05-10,565.0,0,5,2018,3,25,65795,0,0
2018-05-11,395.0,0,5,2018,3,26,65720,0,0
2018-05-12,327.0,0,5,2018,3,27,65695,0,0
2018-05-13,0.0,0,5,2018,3,28,65799,0,0
2018-05-14,225.0,0,5,2018,3,29,66048,0,0
2018-05-15,233.0,0,5,2018,4,1,65838,0,0
2018-05-16,330.0,0,5,2018,4,2,65856,0,0
2018-05-17,428.0,0,5,2018,4,3,65938,0,0
2018-05-18,331.0,0,5,2018,4,4,66071,0,0
2018-05-19,328.0,0,5,2018,4,5,66136,0,0
2018-05-20,0.0,0,5,2018,4,6,66322,0,0
2018-05-21,219.0,0,5,2018,4,7,66783,0,0
2018-05-22,320.0,0,5,2018,4,8,66587,0,0
2018-05-23,377.0,0,5,2018,4,9,66649,0,0
2018-05-24,605.0,0,5,2018,4,10,66926,0,0
2018-05-25,575.0,0,5,2018,4,11,67013,0,0
2018-05-26,578.0,0,5,2018,4,12,66998,0,0
2018-05-27,0.0,0,5,2018,4,13,66930,0,0
2018-05-28,368.0,0,5,2018,4,14,67300,0,0
2018-05-29,430.0,0,5,2018,4,15,66957,0,0
2018-05-30,406.0,0,5,2018,4,16,66964,0,0
2018-05-31,621.0,0,5,2018,4,17,67167,0,0
2018-06-01,308.0,0,6,2018,4,18,67119,0,0
2018-06-02,149.0,0,6,2018,4,19,67263,0,0
2018-06-03,0.0,0,6,2018,4,20,67568,0,0
2018-06-04,434.0,0,6,2018,4,21,67846,0,0
2018-06-05,340.0,0,6,2018,4,22,67417,0,0
2018-06-06,317.0,0,6,2018,4,23,67520,0,0
2018-06-07,475.0,0,6,2018,4,24,67893,0,0
2018-06-08,425.0,0,6,2018,4,25,67989,0,0
2018-06-09,269.0,0,6,2018,4,26,67968,0,0
2018-06-10,0.0,0,6,2018,4,27,68176,0,0
2018-06-11,349.0,0,6,2018,4,28,68562,0,0
2018-06-12,311.0,0,6,2018,4,29,68219,0,0
2018-06-13,445.0,0,6,2018,4,30,68453,0,0
2018-06-14,406.0,0,6,2018,5,1,68904,0,0
2018-06-15,368.0,0,6,2018,5,2,69348,0,0
2018-06-16,414.0,0,6,2018,5,3,69810,0,0
2018-06-17,0.0,0,6,2018,5,4,69407,0,0
2018-06-18,0.0,0,6,2018,5,5,69408,1,0
2018-06-19,138.0,0,6,2018,5,6,69408,0,0
2018-06-20,283.0,0,6,2018,5,7,70605,0,0
2018-06-21,369.0,0,6,2018,5,8,70999,0,0
2018-06-22,535.0,0,6,2018,5,9,71602,0,0
2018-06-23,336.0,0,6,2018,5,10,71869,0,0
2018-06-24,0.0,0,6,2018,5,11,72513,0,0
2018-06-25,389.0,0,6,2018,5,12,73355,0,0
2018-06-26,437.0,0,6,2018,5,13,72980,0,0
2018-06-27,526.0,0,6,2018,5,14,73846,0,0
2018-06-28,916.0,0,6,2018,5,15,74561,0,0
2018-06-29,608.0,0,6,2018,5,16,74809,0,0
2018-06-30,489.0,0,6,2018,5,17,75074,0,0
2018-07-01,25.0,0,7,2018,5,18,75536,0,0
2018-07-02,173.0,0,7,2018,5,19,76572,0,0
2018-07-03,369.0,0,7,2018,5,20,76425,0,0
2018-07-04,604.0,0,7,2018,5,21,77724,0,0
2018-07-05,761.0,0,7,2018,5,22,79751,0,0
2018-07-06,604.0,0,7,2018,5,23,81522,0,0
2018-07-07,492.0,0,7,2018,5,24,83542,0,0
2018-07-08,0.0,0,7,2018,5,25,85544,0,0
2018-07-09,563.0,0,7,2018,5,26,88243,0,0
2018-07-10,534.0,0,7,2018,5,27,89486,0,0
2018-07-11,485.0,0,7,2018,5,28,90964,0,0
2018-07-12,693.0,0,7,2018,5,29,92369,0,0
2018-07-13,683.0,0,7,2018,6,1,92780,0,0
2018-07-14,382.0,0,7,2018,6,2,92974,0,0
2018-07-15,0.0,0,7,2018,6,3,93081,0,0
2018-07-16,360.0,0,7,2018,6,4,93837,0,0
2018-07-17,438.0,0,7,2018,6,5,93491,0,0
2018-07-18,374.0,0,7,2018,6,6,93827,0,0
2018-07-19,537.0,0,7,2018,6,7,94199,0,0
2018-07-20,483.0,0,7,2018,6,8,94367,0,0
2018-07-21,434.0,0,7,2018,6,9,94726,0,0
2018-07-22,0.0,0,7,2018,6,10,94944,0,0
2018-07-23,479.0,0,7,2018,6,11,95388,0,0
2018-07-24,537.0,0,7,2018,6,12,94919,0,0
2018-07-25,590.0,0,7,2018,6,13,94939,0,0
2018-07-26,904.0,0,7,2018,6,14,95073,0,0
2018-07-27,824.0,0,7,2018,6,15,94683,0,0
2018-07-28,585.0,0,7,2018,6,16,94215,0,0
2018-07-29,0.0,0,7,2018,6,17,94044,0,0
2018-07-30,725.0,0,7,2018,6,18,94345,0,0
2018-07-31,631.0,0,7,2018,6,19,93644,0,0
2018-08-01,306.0,0,8,2018,6,20,93370,0,0
2018-08-02,392.0,0,8,2018,6,21,93584,0,0
2018-08-03,245.0,0,8,2018,6,22,93735,0,0
2018-08-04,848.0,0,8,2018,6,23,93881,0,0
2018-08-05,0.0,0,8,2018,6,24,93394,0,0
2018-08-06,840.0,0,8,2018,6,25,93708,0,0
2018-08-07,658.0,0,8,2018,6,26,92897,0,0
2018-08-08,550.0,0,8,2018,6,27,92544,0,0
2018-08-09,913.0,0,8,2018,6,28,92509,0,0
2018-08-10,970.0,0,8,2018,6,29,92024,0,0
2018-08-11,847.0,0,8,2018,7,1,91460,0,0
2018-08-12,0.0,0,8,2018,7,2,91004,0,0
2018-08-13,964.0,0,8,2018,7,3,91231,0,0
2018-08-14,624.0,0,8,2018,7,4,90280,0,0
2018-08-15,541.0,0,8,2018,7,5,90044,0,0
2018-08-16,1360.0,0,8,2018,7,6,90066,0,0
2018-08-17,1491.0,0,8,2018,7,7,89189,0,0
2018-08-18,1141.0,0,8,2018,7,8,88255,0,0
2018-08-19,1.0,0,8,2018,7,9,87696,0,0
2018-08-20,3237.0,0,8,2018,7,10,88192,0,0
2018-08-21,1177.0,0,8,2018,7,11,85051,0,0
2018-08-22,860.0,0,8,2018,7,12,84462,0,0
2018-08-23,3928.0,0,8,2018,7,13,84309,0,0
2018-08-24,3784.0,0,8,2018,7,14,81075,0,0
2018-08-25,1601.0,0,8,2018,7,15,77897,0,0
2018-08-26,6.0,0,8,2018,7,16,76813,0,0
2018-08-27,2009.0,0,8,2018,7,17,77248,0,0
2018-08-28,941.0,0,8,2018,7,18,75328,0,0
2018-08-29,531.0,0,8,2018,7,19,75047,0,0
2018-08-30,1170.0,0,8,2018,7,20,75157,0,0
2018-08-31,1224.0,0,8,2018,7,21,74477,0,0
2018-09-01,393.0,0,9,2018,7,22,73710,0,0
2018-09-02,0.0,0,9,2018,7,23,73743,0,0
2018-09-03,329.0,0,9,2018,7,24,74161,0,0
2018-09-04,716.0,0,9,2018,7,25,74033,0,0
2018-09-05,407.0,0,9,2018,7,26,73840,0,0
2018-09-06,737.0,0,9,2018,7,27,74304,0,0
2018-09-07,672.0,0,9,2018,7,28,74328,0,0
2018-09-08,607.0,0,9,2018,7,29,74301,0,0
2018-09-09,0.0,0,9,2018,7,30,74382,0,0
2018-09-10,599.0,0,9,2018,8,1,74820,0,0
2018-09-11,444.0,0,9,2018,8,2,74511,0,0
2018-09-12,510.0,0,9,2018,8,3,74800,0,0
2018-09-13,549.0,0,9,2018,8,4,75304,0,0
2018-09-14,654.0,0,9,2018,8,5,75617,0,0
2018-09-15,494.0,0,9,2018,8,6,75832,0,0
2018-09-16,0.0,0,9,2018,8,7,76068,0,0
2018-09-17,52.0,0,9,2018,8,8,76690,0,0
2018-09-18,478.0,0,9,2018,8,9,76645,0,0
2018-09-19,549.0,0,9,2018,8,10,76533,0,0
2018-09-20,556.0,0,9,2018,8,11,76739,0,0
2018-09-21,602.0,0,9,2018,8,12,77011,0,0
2018-09-22,1044.0,0,9,2018,8,13,77237,0,0
2018-09-23,189.0,0,9,2018,8,14,76558,0,0
2018-09-24,0.0,0,9,2018,8,15,76582,1,0
2018-09-25,316.0,0,9,2018,8,16,76582,0,0
2018-09-26,728.0,0,9,2018,8,17,76992,0,0
2018-09-27,715.0,0,9,2018,8,18,76698,0,0
2018-09-28,1187.0,0,9,2018,8,19,76751,0,0
2018-09-29,962.0,0,9,2018,8,20,76161,0,0
2018-09-30,1.0,0,9,2018,8,21,75228,0,0
2018-10-01,5.0,0,10,2018,8,22,75228,1,0
2018-10-02,0.0,0,10,2018,8,23,75225,1,0
2018-10-03,0.0,0,10,2018,8,24,75225,1,0
2018-10-04,389.0,0,10,2018,8,25,75225,1,0
2018-10-05,541.0,0,10,2018,8,26,76614,1,0
2018-10-06,447.0,0,10,2018,8,27,76988,1,0
2018-10-07,0.0,0,10,2018,8,28,77574,1,0
2018-10-08,762.0,0,10,2018,8,29,78162,0,0
2018-10-09,612.0,0,10,2018,9,1,77844,0,0
2018-10-10,529.0,0,10,2018,9,2,78356,0,0
2018-10-11,840.0,0,10,2018,9,3,79360,0,0
2018-10-12,1021.0,0,10,2018,9,4,79961,0,0
2018-10-13,308.0,0,10,2018,9,5,80927,0,0
2018-10-14,0.0,0,10,2018,9,6,82349,0,0
2018-10-15,1213.0,0,10,2018,9,7,83802,0,0
2018-10-16,602.0,0,10,2018,9,8,82624,0,0
2018-10-17,666.0,0,10,2018,9,9,82813,0,0
2018-10-18,935.0,0,10,2018,9,10,82872,0,0
2018-10-19,851.0,0,10,2018,9,11,82509,0,0
2018-10-20,468.0,0,10,2018,9,12,82966,0,0
2018-10-21,37.0,0,10,2018,9,13,84120,0,0
2018-10-22,554.0,0,10,2018,9,14,85442,0,0
2018-10-23,678.0,0,10,2018,9,15,85809,0,0
2018-10-24,950.0,0,10,2018,9,16,86578,0,0
2018-10-25,1694.0,0,10,2018,9,17,87387,0,0
2018-10-26,1409.0,0,10,2018,9,18,87380,0,0
2018-10-27,370.0,0,10,2018,9,19,87531,0,0
2018-10-28,1.0,0,10,2018,9,20,88697,0,0
2018-10-29,1292.0,0,10,2018,9,21,89935,0,0
2018-10-30,1030.0,0,10,2018,9,22,88670,0,0
2018-10-31,1331.0,0,10,2018,9,23,89333,0,0
2018-11-01,949.0,0,11,2018,9,24,90889,0,0
2018-11-02,1060.0,0,11,2018,9,25,90321,0,0
2018-11-03,62.0,0,11,2018,9,26,89721,0,0
2018-11-04,0.0,0,11,2018,9,27,90153,0,0
2018-11-05,1026.0,0,11,2018,9,28,90538,0,0
2018-11-06,561.0,0,11,2018,9,29,89578,0,0
2018-11-07,1530.0,0,11,2018,9,30,89474,0,0
2018-11-08,1142.0,0,11,2018,10,1,88500,0,0
2018-11-09,871.0,0,11,2018,10,2,87630,0,0
2018-11-10,1618.0,0,11,2018,10,3,87029,0,0
2018-11-11,1371.0,0,11,2018,10,4,85630,0,0
2018-11-12,977.0,0,11,2018,10,5,84432,0,0
2018-11-13,559.0,0,11,2018,10,6,83514,0,0
2018-11-14,447.0,0,11,2018,10,7,83155,0,0
2018-11-15,600.0,0,11,2018,10,8,82994,0,0
2018-11-16,399.0,0,11,2018,10,9,82598,0,0
2018-11-17,169.0,0,11,2018,10,10,82366,0,0
2018-11-18,0.0,0,11,2018,10,11,82341,0,0
2018-11-19,450.0,0,11,2018,10,12,82448,0,0
2018-11-20,297.0,0,11,2018,10,13,82060,0,0
2018-11-21,288.0,0,11,2018,10,14,81919,0,0
2018-11-22,382.0,0,11,2018,10,15,81832,0,0
2018-11-23,478.0,0,11,2018,10,16,81625,0,0
2018-11-24,132.0,0,11,2018,10,17,81311,0,0
2018-11-25,0.0,0,11,2018,10,18,81311,0,0
2018-11-26,560.0,0,11,2018,10,19,81402,0,0
2018-11-27,515.0,0,11,2018,10,20,80904,0,0
2018-11-28,657.0,0,11,2018,10,21,80502,0,0
2018-11-29,801.0,0,11,2018,10,22,80024,0,0
2018-11-30,1824.0,0,11,2018,10,23,79367,0,0
2018-12-01,1343.0,0,12,2018,10,24,77753,0,0
2018-12-02,185.0,0,12,2018,10,25,76658,0,0
2018-12-03,447.0,0,12,2018,10,26,76662,0,0
2018-12-04,331.0,0,12,2018,10,27,76353,0,0
2018-12-05,394.0,0,12,2018,10,28,76213,0,0
2018-12-06,371.0,0,12,2018,10,29,76029,0,0
2018-12-07,490.0,0,12,2018,11,1,75819,0,0
2018-12-08,316.0,0,12,2018,11,2,75452,0,0
2018-12-09,0.0,0,12,2018,11,3,75222,0,0
2018-12-10,384.0,0,12,2018,11,4,75301,0,0
2018-12-11,236.0,0,12,2018,11,5,74927,0,0
2018-12-12,319.0,0,12,2018,11,6,74805,0,0
2018-12-13,341.0,0,12,2018,11,7,74926,0,0
2018-12-14,395.0,0,12,2018,11,8,74768,0,0
2018-12-15,328.0,0,12,2018,11,9,74515,0,0
2018-12-16,0.0,0,12,2018,11,10,74314,0,0
2018-12-17,277.0,0,12,2018,11,11,74390,0,0
2018-12-18,173.0,0,12,2018,11,12,74121,0,0
2018-12-19,392.0,0,12,2018,11,13,74062,0,0
2018-12-20,520.0,0,12,2018,11,14,73784,0,0
2018-12-21,362.0,0,12,2018,11,15,73353,0,0
2018-12-22,286.0,0,12,2018,11,16,73104,0,0
2018-12-23,0.0,0,12,2018,11,17,72912,0,0
2018-12-24,411.0,0,12,2018,11,18,72956,0,0
2018-12-25,338.0,0,12,2018,11,19,72549,0,0
2018-12-26,632.0,0,12,2018,11,20,72321,0,0
2018-12-27,1300.0,0,12,2018,11,21,71786,0,0
2018-12-28,1617.0,0,12,2018,11,22,70571,0,0
2018-12-29,1409.0,0,12,2018,11,23,69025,0,0
2018-12-30,0.0,0,12,2018,11,24,67616,1,0
2018-12-31,108.0,0,12,2018,11,25,67616,1,0
2019-01-01,10.0,0,1,2018,11,26,67508,1,0
2019-01-02,185.0,0,1,2018,11,27,67500,0,0
2019-01-03,203.0,0,1,2018,11,28,67569,0,0
2019-01-04,609.0,0,1,2018,11,29,67427,0,0
2019-01-05,522.0,0,1,2018,11,30,66924,0,0
2019-01-06,0.0,0,1,2018,12,1,66493,0,0
2019-01-07,731.0,0,1,2018,12,2,66579,0,0
2019-01-08,280.0,0,1,2018,12,3,65849,0,0
2019-01-09,282.0,0,1,2018,12,4,65672,0,0
2019-01-10,754.0,0,1,2018,12,5,65487,0,0
2019-01-11,775.0,0,1,2018,12,6,64812,0,0
2019-01-12,485.0,0,1,2018,12,7,64116,0,0
2019-01-13,0.0,0,1,2018,12,8,63700,0,0
2019-01-14,935.0,0,1,2018,12,9,63753,0,0
2019-01-15,440.0,0,1,2018,12,10,62821,0,0
2019-01-16,286.0,0,1,2018,12,11,62491,0,0
2019-01-17,766.0,0,1,2018,12,12,62277,0,0
2019-01-18,915.0,0,1,2018,12,13,61561,0,0
2019-01-19,772.0,0,1,2018,12,14,60700,0,0
2019-01-20,328.0,0,1,2018,12,15,59994,0,0
2019-01-21,1425.0,0,1,2018,12,16,59701,0,0
2019-01-22,665.0,0,1,2018,12,17,58278,0,0
2019-01-23,546.0,0,1,2018,12,18,57683,0,0
2019-01-24,1610.0,0,1,2018,12,19,57195,0,0
2019-01-25,2176.0,0,1,2018,12,20,55635,0,0
2019-01-26,729.0,0,1,2018,12,21,53515,0,0
2019-01-27,0.0,0,1,2018,12,22,52794,0,0
2019-01-28,566.0,0,1,2018,12,23,52794,0,0
2019-01-29,182.0,0,1,2018,12,24,52239,0,1
2019-01-30,572.0,0,1,2018,12,25,52058,0,1
2019-01-31,0.0,0,1,2018,12,26,51487,0,1
2019-02-01,8.0,0,2,2018,12,27,51487,0,1
2019-02-02,0.0,0,2,2018,12,28,51479,0,1
2019-02-03,1.0,0,2,2018,12,29,51479,0,1
2019-02-04,0.0,0,2,2018,12,30,51478,1,1
2019-02-05,0.0,0,2,2019,1,1,51478,1,1
2019-02-06,0.0,0,2,2019,1,2,51478,1,1
2019-02-07,0.0,0,2,2019,1,3,51478,1,1
2019-02-08,0.0,0,2,2019,1,4,51478,1,1
2019-02-09,0.0,0,2,2019,1,5,51478,1,1
