,离职人数,疫情等级,月份,lunar_year,lunar_month,lunar_day,前一天在职人数,IsHoliday,IsSpringFestival
2019-02-10,0.0,0,2,2019,1,6,51478,1,1
2019-02-11,31.0,0,2,2019,1,7,51478,0,1
2019-02-12,52.0,0,2,2019,1,8,51447,0,0
2019-02-13,68.0,0,2,2019,1,9,51712,0,0
2019-02-14,304.0,0,2,2019,1,10,51951,0,0
2019-02-15,196.0,0,2,2019,1,11,52155,0,0
2019-02-16,140.0,0,2,2019,1,12,52433,0,0
2019-02-17,0.0,0,2,2019,1,13,52761,0,0
2019-02-18,162.0,0,2,2019,1,14,52913,0,0
2019-02-19,210.0,0,2,2019,1,15,52771,0,0
2019-02-20,180.0,0,2,2019,1,16,52957,0,0
2019-02-21,440.0,0,2,2019,1,17,53166,0,0
2019-02-22,308.0,0,2,2019,1,18,53665,0,0
2019-02-23,234.0,0,2,2019,1,19,54073,0,0
2019-02-24,0.0,0,2,2019,1,20,54368,0,0
2019-02-25,267.0,0,2,2019,1,21,55022,0,0
2019-02-26,362.0,0,2,2019,1,22,54866,0,0
2019-02-27,501.0,0,2,2019,1,23,55370,0,0
2019-02-28,994.0,0,2,2019,1,24,55573,0,0
2019-03-01,1861.0,0,3,2019,1,25,55490,0,0
2019-03-02,1003.0,0,3,2019,1,26,54342,0,0
2019-03-03,0.0,0,3,2019,1,27,54028,0,0
2019-03-04,505.0,0,3,2019,1,28,54752,0,0
2019-03-05,840.0,0,3,2019,1,29,54266,0,0
2019-03-06,624.0,0,3,2019,1,30,54203,0,0
2019-03-07,667.0,0,3,2019,2,1,54230,0,0
2019-03-08,492.0,0,3,2019,2,2,54391,0,0
2019-03-09,363.0,0,3,2019,2,3,54523,0,0
2019-03-10,0.0,0,3,2019,2,4,54691,0,0
2019-03-11,267.0,0,3,2019,2,5,55235,0,0
2019-03-12,340.0,0,3,2019,2,6,54991,0,0
2019-03-13,336.0,0,3,2019,2,7,55193,0,0
2019-03-14,486.0,0,3,2019,2,8,55469,0,0
2019-03-15,406.0,0,3,2019,2,9,55721,0,0
2019-03-16,325.0,0,3,2019,2,10,55911,0,0
2019-03-17,0.0,0,3,2019,2,11,56338,0,0
2019-03-18,267.0,0,3,2019,2,12,56913,0,0
2019-03-19,387.0,0,3,2019,2,13,56680,0,0
2019-03-20,407.0,0,3,2019,2,14,56946,0,0
2019-03-21,531.0,0,3,2019,2,15,56955,0,0
2019-03-22,515.0,0,3,2019,2,16,56929,0,0
2019-03-23,306.0,0,3,2019,2,17,56874,0,0
2019-03-24,0.0,0,3,2019,2,18,56955,0,0
2019-03-25,355.0,0,3,2019,2,19,57259,0,0
2019-03-26,434.0,0,3,2019,2,20,56914,0,0
2019-03-27,449.0,0,3,2019,2,21,56861,0,0
2019-03-28,717.0,0,3,2019,2,22,56803,0,0
2019-03-29,483.0,0,3,2019,2,23,56450,0,0
2019-03-30,367.0,0,3,2019,2,24,56316,0,0
2019-03-31,0.0,0,3,2019,2,25,56254,0,0
2019-04-01,166.0,0,4,2019,2,26,56537,0,0
2019-04-02,189.0,0,4,2019,2,27,56400,0,0
2019-04-03,187.0,0,4,2019,2,28,56517,0,0
2019-04-04,853.0,0,4,2019,2,29,56681,0,0
2019-04-05,0.0,0,4,2019,3,1,56222,1,0
2019-04-06,0.0,0,4,2019,3,2,56223,0,0
2019-04-07,0.0,0,4,2019,3,3,56223,0,0
2019-04-08,385.0,0,4,2019,3,4,56223,0,0
2019-04-09,278.0,0,4,2019,3,5,56146,0,0
2019-04-10,220.0,0,4,2019,3,6,56349,0,0
2019-04-11,426.0,0,4,2019,3,7,56535,0,0
2019-04-12,288.0,0,4,2019,3,8,56581,0,0
2019-04-13,321.0,0,4,2019,3,9,56664,0,0
2019-04-14,0.0,0,4,2019,3,10,56656,0,0
2019-04-15,246.0,0,4,2019,3,11,56954,0,0
2019-04-16,262.0,0,4,2019,3,12,56715,0,0
2019-04-17,256.0,0,4,2019,3,13,56907,0,0
2019-04-18,360.0,0,4,2019,3,14,57007,0,0
2019-04-19,266.0,0,4,2019,3,15,57057,0,0
2019-04-20,264.0,0,4,2019,3,16,57147,0,0
2019-04-21,0.0,0,4,2019,3,17,57155,0,0
2019-04-22,308.0,0,4,2019,3,18,57424,0,0
2019-04-23,341.0,0,4,2019,3,19,57119,0,0
2019-04-24,283.0,0,4,2019,3,20,57099,0,0
2019-04-25,562.0,0,4,2019,3,21,57112,0,0
2019-04-26,499.0,0,4,2019,3,22,56986,0,0
2019-04-27,397.0,0,4,2019,3,23,56823,0,0
2019-04-28,0.0,0,4,2019,3,24,56880,0,0
2019-04-29,300.0,0,4,2019,3,25,57351,0,0
2019-04-30,607.0,0,4,2019,3,26,57055,0,0
2019-05-01,94.0,0,5,2019,3,27,57014,1,0
2019-05-02,231.0,0,5,2019,3,28,56920,0,0
2019-05-03,334.0,0,5,2019,3,29,57187,0,0
2019-05-04,286.0,0,5,2019,3,30,57259,0,0
2019-05-05,0.0,0,5,2019,4,1,57239,0,0
2019-05-06,357.0,0,5,2019,4,2,57685,0,0
2019-05-07,621.0,0,5,2019,4,3,57328,0,0
2019-05-08,331.0,0,5,2019,4,4,57442,0,0
2019-05-09,476.0,0,5,2019,4,5,57713,0,0
2019-05-10,1029.0,0,5,2019,4,6,57840,0,0
2019-05-11,396.0,0,5,2019,4,7,57346,0,0
2019-05-12,0.0,0,5,2019,4,8,57460,0,0
2019-05-13,321.0,0,5,2019,4,9,57949,0,0
2019-05-14,416.0,0,5,2019,4,10,57632,0,0
2019-05-15,374.0,0,5,2019,4,11,57730,0,0
2019-05-16,539.0,0,5,2019,4,12,57948,0,0
2019-05-17,408.0,0,5,2019,4,13,57930,0,0
2019-05-18,311.0,0,5,2019,4,14,58055,0,0
2019-05-19,1.0,0,5,2019,4,15,58267,0,0
2019-05-20,368.0,0,5,2019,4,16,58791,0,0
2019-05-21,332.0,0,5,2019,4,17,58457,0,0
2019-05-22,426.0,0,5,2019,4,18,58703,0,0
2019-05-23,671.0,0,5,2019,4,19,58754,0,0
2019-05-24,575.0,0,5,2019,4,20,58692,0,0
2019-05-25,497.0,0,5,2019,4,21,58608,0,0
2019-05-26,0.0,0,5,2019,4,22,58647,0,0
2019-05-27,466.0,0,5,2019,4,23,59034,0,0
2019-05-28,519.0,0,5,2019,4,24,58575,0,0
2019-05-29,447.0,0,5,2019,4,25,58534,0,0
2019-05-30,727.0,0,5,2019,4,26,58773,0,0
2019-05-31,526.0,0,5,2019,4,27,58586,0,0
2019-06-01,296.0,0,6,2019,4,28,58543,0,0
2019-06-02,0.0,0,6,2019,4,29,58728,0,0
2019-06-03,117.0,0,6,2019,5,1,59208,0,0
2019-06-04,493.0,0,6,2019,5,2,59101,0,0
2019-06-05,380.0,0,6,2019,5,3,59184,0,0
2019-06-06,768.0,0,6,2019,5,4,59449,0,0
2019-06-07,0.0,0,6,2019,5,5,59418,1,0
2019-06-08,0.0,0,6,2019,5,6,59418,0,0
2019-06-09,0.0,0,6,2019,5,7,59653,0,0
2019-06-10,409.0,0,6,2019,5,8,59694,0,0
2019-06-11,404.0,0,6,2019,5,9,59950,0,0
2019-06-12,420.0,0,6,2019,5,10,60678,0,0
2019-06-13,548.0,0,6,2019,5,11,60995,0,0
2019-06-14,517.0,0,6,2019,5,12,61608,0,0
2019-06-15,439.0,0,6,2019,5,13,62001,0,0
2019-06-16,2.0,0,6,2019,5,14,62562,0,0
2019-06-17,276.0,0,6,2019,5,15,63619,0,0
2019-06-18,437.0,0,6,2019,5,16,63356,0,0
2019-06-19,330.0,0,6,2019,5,17,64155,0,0
2019-06-20,684.0,0,6,2019,5,18,64817,0,0
2019-06-21,504.0,0,6,2019,5,19,65123,0,0
2019-06-22,444.0,0,6,2019,5,20,65619,0,0
2019-06-23,1.0,0,6,2019,5,21,65847,0,0
2019-06-24,454.0,0,6,2019,5,22,66548,0,0
2019-06-25,554.0,0,6,2019,5,23,66101,0,0
2019-06-26,462.0,0,6,2019,5,24,66383,0,0
2019-06-27,841.0,0,6,2019,5,25,66688,0,0
2019-06-28,650.0,0,6,2019,5,26,66831,0,0
2019-06-29,529.0,0,6,2019,5,27,67091,0,0
2019-06-30,0.0,0,6,2019,5,28,67479,0,0
2019-07-01,333.0,0,7,2019,5,29,68467,0,0
2019-07-02,431.0,0,7,2019,5,30,68932,0,0
2019-07-03,414.0,0,7,2019,6,1,69125,0,0
2019-07-04,959.0,0,7,2019,6,2,70125,0,0
2019-07-05,661.0,0,7,2019,6,3,70328,0,0
2019-07-06,441.0,0,7,2019,6,4,70754,0,0
2019-07-07,60.0,0,7,2019,6,5,71229,0,0
2019-07-08,498.0,0,7,2019,6,6,72321,0,0
2019-07-09,478.0,0,7,2019,6,7,71826,0,0
2019-07-10,527.0,0,7,2019,6,8,72475,0,0
2019-07-11,675.0,0,7,2019,6,9,73380,0,0
2019-07-12,623.0,0,7,2019,6,10,73603,0,0
2019-07-13,384.0,0,7,2019,6,11,73616,0,0
2019-07-14,0.0,0,7,2019,6,12,73900,0,0
2019-07-15,376.0,0,7,2019,6,13,74496,0,0
2019-07-16,404.0,0,7,2019,6,14,74134,0,0
2019-07-17,407.0,0,7,2019,6,15,74584,0,0
2019-07-18,644.0,0,7,2019,6,16,75029,0,0
2019-07-19,621.0,0,7,2019,6,17,75505,0,0
2019-07-20,471.0,0,7,2019,6,18,75663,0,0
2019-07-21,95.0,0,7,2019,6,19,75941,0,0
2019-07-22,510.0,0,7,2019,6,20,76524,0,0
2019-07-23,651.0,0,7,2019,6,21,76024,0,0
2019-07-24,565.0,0,7,2019,6,22,75974,0,0
2019-07-25,891.0,0,7,2019,6,23,75855,0,0
2019-07-26,648.0,0,7,2019,6,24,75534,0,0
2019-07-27,374.0,0,7,2019,6,25,75331,0,0
2019-07-28,12.0,0,7,2019,6,26,75406,0,0
2019-07-29,471.0,0,7,2019,6,27,75686,0,0
2019-07-30,440.0,0,7,2019,6,28,75218,0,0
2019-07-31,436.0,0,7,2019,6,29,75061,0,0
2019-08-01,466.0,0,8,2019,7,1,74900,0,0
2019-08-02,266.0,0,8,2019,7,2,74843,0,0
2019-08-03,167.0,0,8,2019,7,3,74920,0,0
2019-08-04,9.0,0,8,2019,7,4,75048,0,0
2019-08-05,816.0,0,8,2019,7,5,75298,0,0
2019-08-06,402.0,0,8,2019,7,6,74490,0,0
2019-08-07,321.0,0,8,2019,7,7,74493,0,0
2019-08-08,665.0,0,8,2019,7,8,74545,0,0
2019-08-09,637.0,0,8,2019,7,9,74299,0,0
2019-08-10,588.0,0,8,2019,7,10,73983,0,0
2019-08-11,0.0,0,8,2019,7,11,73682,0,0
2019-08-12,709.0,0,8,2019,7,12,73933,0,0
2019-08-13,423.0,0,8,2019,7,13,73226,0,0
2019-08-14,392.0,0,8,2019,7,14,73124,0,0
2019-08-15,833.0,0,8,2019,7,15,73003,0,0
2019-08-16,732.0,0,8,2019,7,16,72503,0,0
2019-08-17,594.0,0,8,2019,7,17,72049,0,0
2019-08-18,0.0,0,8,2019,7,18,71658,0,0
2019-08-19,1196.0,0,8,2019,7,19,71881,0,0
2019-08-20,647.0,0,8,2019,7,20,70687,0,0
2019-08-21,327.0,0,8,2019,7,21,70293,0,0
2019-08-22,1299.0,0,8,2019,7,22,70204,0,0
2019-08-23,1341.0,0,8,2019,7,23,69283,0,0
2019-08-24,671.0,0,8,2019,7,24,68172,0,0
2019-08-25,0.0,0,8,2019,7,25,67981,0,0
2019-08-26,1274.0,0,8,2019,7,26,68373,0,0
2019-08-27,638.0,0,8,2019,7,27,67108,0,0
2019-08-28,429.0,0,8,2019,7,28,67034,0,0
2019-08-29,1011.0,0,8,2019,7,29,67062,0,0
2019-08-30,839.0,0,8,2019,8,1,66612,0,0
2019-08-31,608.0,0,8,2019,8,2,67920,0,0
2019-09-01,61.0,0,9,2019,8,3,68756,0,0
2019-09-02,325.0,0,9,2019,8,4,69971,0,0
2019-09-03,588.0,0,9,2019,8,5,70148,0,0
2019-09-04,956.0,0,9,2019,8,6,70732,0,0
2019-09-05,1414.0,0,9,2019,8,7,70836,0,0
2019-09-06,1136.0,0,9,2019,8,8,70066,0,0
2019-09-07,875.0,0,9,2019,8,9,69625,0,0
2019-09-08,4.0,0,9,2019,8,10,69437,0,0
2019-09-09,680.0,0,9,2019,8,11,69974,0,0
2019-09-10,599.0,0,9,2019,8,12,69809,0,0
2019-09-11,353.0,0,9,2019,8,13,69605,0,0
2019-09-12,1002.0,0,9,2019,8,14,69798,0,0
2019-09-13,0.0,0,9,2019,8,15,69361,1,0
2019-09-14,0.0,0,9,2019,8,16,69361,0,0
2019-09-15,1.0,0,9,2019,8,17,70005,0,0
2019-09-16,382.0,0,9,2019,8,18,70004,0,0
2019-09-17,535.0,0,9,2019,8,19,69658,0,0
2019-09-18,321.0,0,9,2019,8,20,69710,0,0
2019-09-19,636.0,0,9,2019,8,21,69681,0,0
2019-09-20,430.0,0,9,2019,8,22,69423,0,0
2019-09-21,298.0,0,9,2019,8,23,69270,0,0
2019-09-22,0.0,0,9,2019,8,24,69269,0,0
2019-09-23,436.0,0,9,2019,8,25,69520,0,0
2019-09-24,424.0,0,9,2019,8,26,69093,0,0
2019-09-25,326.0,0,9,2019,8,27,69084,0,0
2019-09-26,699.0,0,9,2019,8,28,69112,0,0
2019-09-27,537.0,0,9,2019,8,29,68817,0,0
2019-09-28,619.0,0,9,2019,8,30,68748,0,0
2019-09-29,0.0,0,9,2019,9,1,68130,0,0
2019-09-30,29.0,0,9,2019,9,2,68130,0,0
2019-10-01,119.0,0,10,2019,9,3,68101,1,0
2019-10-02,0.0,0,10,2019,9,4,67982,1,0
2019-10-03,0.0,0,10,2019,9,5,67982,1,0
2019-10-04,215.0,0,10,2019,9,6,67982,1,0
2019-10-05,437.0,0,10,2019,9,7,68238,1,0
2019-10-06,0.0,0,10,2019,9,8,68180,1,0
2019-10-07,307.0,0,10,2019,9,9,68464,1,0
2019-10-08,255.0,0,10,2019,9,10,68159,0,0
2019-10-09,354.0,0,10,2019,9,11,68231,0,0
2019-10-10,420.0,0,10,2019,9,12,67892,0,0
2019-10-11,349.0,0,10,2019,9,13,67496,0,0
2019-10-12,285.0,0,10,2019,9,14,67165,0,0
2019-10-13,0.0,0,10,2019,9,15,66894,0,0
2019-10-14,182.0,0,10,2019,9,16,66902,0,0
2019-10-15,407.0,0,10,2019,9,17,66749,0,0
2019-10-16,258.0,0,10,2019,9,18,66348,0,0
2019-10-17,358.0,0,10,2019,9,19,66097,0,0
2019-10-18,392.0,0,10,2019,9,20,65747,0,0
2019-10-19,192.0,0,10,2019,9,21,65364,0,0
2019-10-20,1.0,0,10,2019,9,22,65181,0,0
2019-10-21,151.0,0,10,2019,9,23,65185,0,0
2019-10-22,186.0,0,10,2019,9,24,65038,0,0
2019-10-23,304.0,0,10,2019,9,25,64860,0,0
2019-10-24,383.0,0,10,2019,9,26,64563,0,0
2019-10-25,398.0,0,10,2019,9,27,64186,0,0
2019-10-26,328.0,0,10,2019,9,28,63796,0,0
2019-10-27,0.0,0,10,2019,9,29,63474,0,0
2019-10-28,310.0,0,10,2019,10,1,63477,0,0
2019-10-29,201.0,0,10,2019,10,2,63171,0,0
2019-10-30,150.0,0,10,2019,10,3,62971,0,0
2019-10-31,312.0,0,10,2019,10,4,62827,0,0
2019-11-01,782.0,0,11,2019,10,5,62521,0,0
2019-11-02,36.0,0,11,2019,10,6,61747,0,0
2019-11-03,0.0,0,11,2019,10,7,61717,0,0
2019-11-04,277.0,0,11,2019,10,8,61718,0,0
2019-11-05,560.0,0,11,2019,10,9,61442,0,0
2019-11-06,345.0,0,11,2019,10,10,60883,0,0
2019-11-07,460.0,0,11,2019,10,11,60542,0,0
2019-11-08,687.0,0,11,2019,10,12,60082,0,0
2019-11-09,265.0,0,11,2019,10,13,59396,0,0
2019-11-10,0.0,0,11,2019,10,14,59131,0,0
2019-11-11,518.0,0,11,2019,10,15,59131,0,0
2019-11-12,327.0,0,11,2019,10,16,58613,0,0
2019-11-13,604.0,0,11,2019,10,17,58287,0,0
2019-11-14,440.0,0,11,2019,10,18,57684,0,0
2019-11-15,872.0,0,11,2019,10,19,57248,0,0
2019-11-16,348.0,0,11,2019,10,20,56377,0,0
2019-11-17,0.0,0,11,2019,10,21,56029,0,0
2019-11-18,612.0,0,11,2019,10,22,56029,0,0
2019-11-19,307.0,0,11,2019,10,23,55417,0,0
2019-11-20,373.0,0,11,2019,10,24,55114,0,0
2019-11-21,373.0,0,11,2019,10,25,54741,0,0
2019-11-22,500.0,0,11,2019,10,26,54370,0,0
2019-11-23,226.0,0,11,2019,10,27,53871,0,0
2019-11-24,0.0,0,11,2019,10,28,53645,0,0
2019-11-25,532.0,0,11,2019,10,29,53645,0,0
2019-11-26,382.0,0,11,2019,11,1,53113,0,0
2019-11-27,574.0,0,11,2019,11,2,52731,0,0
2019-11-28,788.0,0,11,2019,11,3,52158,0,0
2019-11-29,580.0,0,11,2019,11,4,51371,0,0
2019-11-30,1092.0,0,11,2019,11,5,50826,0,0
2019-12-01,699.0,0,12,2019,11,6,49890,0,0
2019-12-02,118.0,0,12,2019,11,7,49344,0,0
2019-12-03,73.0,0,12,2019,11,8,49239,0,0
2019-12-04,225.0,0,12,2019,11,9,49257,0,0
2019-12-05,295.0,0,12,2019,11,10,49183,0,0
2019-12-06,313.0,0,12,2019,11,11,48988,0,0
2019-12-07,171.0,0,12,2019,11,12,48743,0,0
2019-12-08,0.0,0,12,2019,11,13,48639,0,0
2019-12-09,163.0,0,12,2019,11,14,48733,0,0
2019-12-10,161.0,0,12,2019,11,15,48573,0,0
2019-12-11,177.0,0,12,2019,11,16,48535,0,0
2019-12-12,193.0,0,12,2019,11,17,48429,0,0
2019-12-13,221.0,0,12,2019,11,18,48343,0,0
2019-12-14,164.0,0,12,2019,11,19,48251,0,0
2019-12-15,0.0,0,12,2019,11,20,48575,0,0
2019-12-16,203.0,0,12,2019,11,21,48981,0,0
2019-12-17,206.0,0,12,2019,11,22,48964,0,0
2019-12-18,163.0,0,12,2019,11,23,49062,0,0
2019-12-19,468.0,0,12,2019,11,24,49197,0,0
2019-12-20,295.0,0,12,2019,11,25,49081,0,0
2019-12-21,161.0,0,12,2019,11,26,49268,0,0
2019-12-22,0.0,0,12,2019,11,27,49593,0,0
2019-12-23,310.0,0,12,2019,11,28,50037,0,0
2019-12-24,539.0,0,12,2019,11,29,49968,0,0
2019-12-25,514.0,0,12,2019,11,30,49790,0,0
2019-12-26,871.0,0,12,2019,12,1,49586,0,0
2019-12-27,547.0,0,12,2019,12,2,49011,0,0
2019-12-28,487.0,0,12,2019,12,3,48818,0,0
2019-12-29,0.0,0,12,2019,12,4,48602,0,0
2019-12-30,459.0,0,12,2019,12,5,48983,0,0
2019-12-31,249.0,0,12,2019,12,6,49051,0,0
2020-01-01,46.0,0,1,2019,12,7,50195,1,0
2020-01-02,377.0,0,1,2019,12,8,50149,0,0
2020-01-03,382.0,0,1,2019,12,9,51261,0,0
2020-01-04,679.0,0,1,2019,12,10,51524,0,0
2020-01-05,3.0,0,1,2019,12,11,51629,0,0
2020-01-06,1056.0,0,1,2019,12,12,52307,0,0
2020-01-07,552.0,0,1,2019,12,13,51978,0,0
2020-01-08,331.0,0,1,2019,12,14,52083,0,0
2020-01-09,766.0,0,1,2019,12,15,52278,0,0
2020-01-10,773.0,0,1,2019,12,16,52031,0,0
2020-01-11,510.0,0,1,2019,12,17,51935,0,0
2020-01-12,0.0,0,1,2019,12,18,52222,0,0
2020-01-13,956.0,0,1,2019,12,19,52359,0,0
2020-01-14,610.0,0,1,2019,12,20,51405,0,0
2020-01-15,1601.0,0,1,2019,12,21,51221,0,0
2020-01-16,1465.0,0,1,2019,12,22,49635,0,0
2020-01-17,434.0,0,1,2019,12,23,48308,0,0
2020-01-18,214.0,0,1,2019,12,24,47882,0,1
2020-01-19,1.0,0,1,2019,12,25,47670,0,1
2020-01-20,1.0,0,1,2019,12,26,47669,0,1
2020-01-21,0.0,0,1,2019,12,27,47668,0,1
2020-01-22,0.0,0,1,2019,12,28,47668,0,1
2020-01-23,2.0,0,1,2019,12,29,47668,0,1
2020-01-24,1.0,0,1,2019,12,30,47666,1,1
2020-01-25,0.0,0,1,2020,1,1,47665,1,1
2020-01-26,0.0,0,1,2020,1,2,47665,1,1
2020-01-27,0.0,0,1,2020,1,3,47665,1,1
2020-01-28,0.0,0,1,2020,1,4,47665,1,1
2020-01-29,0.0,0,1,2020,1,5,47665,1,1
2020-01-30,4.0,0,1,2020,1,6,47665,1,1
2020-01-31,460.0,0,1,2020,1,7,47661,0,1
2020-02-01,7.0,2,2,2020,1,8,47201,0,0
2020-02-02,88.0,2,2,2020,1,9,47194,0,0
2020-02-03,5.0,2,2,2020,1,10,47106,0,0
2020-02-04,66.0,2,2,2020,1,11,47101,0,0
2020-02-05,13.0,2,2,2020,1,12,47035,0,0
2020-02-06,10.0,2,2,2020,1,13,47022,0,0
2020-02-07,98.0,2,2,2020,1,14,47012,0,0
2020-02-08,4.0,2,2,2020,1,15,46914,0,0
2020-02-09,2.0,2,2,2020,1,16,46910,0,0
2020-02-10,38.0,2,2,2020,1,17,46908,0,0
2020-02-11,7.0,2,2,2020,1,18,46870,0,0
2020-02-12,1.0,2,2,2020,1,19,46863,0,0
2020-02-13,13.0,2,2,2020,1,20,46862,0,0
2020-02-14,6.0,2,2,2020,1,21,46849,0,0
2020-02-15,0.0,2,2,2020,1,22,46843,0,0
2020-02-16,1.0,2,2,2020,1,23,46843,0,0
2020-02-17,3.0,2,2,2020,1,24,46842,0,0
2020-02-18,6.0,2,2,2020,1,25,46839,0,0
2020-02-19,10.0,2,2,2020,1,26,46833,0,0
2020-02-20,697.0,2,2,2020,1,27,46824,0,0
2020-02-21,927.0,2,2,2020,1,28,46127,0,0
2020-02-22,145.0,2,2,2020,1,29,45201,0,0
2020-02-23,298.0,2,2,2020,2,1,45056,0,0
2020-02-24,343.0,2,2,2020,2,2,44927,0,0
2020-02-25,448.0,2,2,2020,2,3,44585,0,0
2020-02-26,34.0,2,2,2020,2,4,44328,0,0
2020-02-27,570.0,2,2,2020,2,5,44294,0,0
2020-02-28,345.0,2,2,2020,2,6,43851,0,0
2020-02-29,253.0,2,2,2020,2,7,43571,0,0
2020-03-01,16.0,2,3,2020,2,8,43928,0,0
2020-03-02,168.0,2,3,2020,2,9,44748,0,0
2020-03-03,493.0,2,3,2020,2,10,45655,0,0
2020-03-04,141.0,2,3,2020,2,11,46499,0,0
2020-03-05,363.0,2,3,2020,2,12,47653,0,0
2020-03-06,490.0,2,3,2020,2,13,49497,0,0
2020-03-07,241.0,2,3,2020,2,14,50543,0,0
2020-03-08,171.0,2,3,2020,2,15,52439,0,0
2020-03-09,448.0,2,3,2020,2,16,54041,0,0
2020-03-10,615.0,2,3,2020,2,17,54990,0,0
2020-03-11,319.0,2,3,2020,2,18,55872,0,0
2020-03-12,734.0,2,3,2020,2,19,57127,0,0
2020-03-13,781.0,2,3,2020,2,20,57831,0,0
2020-03-14,499.0,2,3,2020,2,21,58408,0,0
2020-03-15,95.0,2,3,2020,2,22,58820,0,0
2020-03-16,438.0,2,3,2020,2,23,59505,0,0
2020-03-17,1146.0,2,3,2020,2,24,59078,0,0
2020-03-18,385.0,2,3,2020,2,25,58504,0,0
2020-03-19,711.0,2,3,2020,2,26,58870,0,0
2020-03-20,447.0,2,3,2020,2,27,59085,0,0
2020-03-21,505.0,2,3,2020,2,28,59300,0,0
2020-03-22,33.0,2,3,2020,2,29,59567,0,0
2020-03-23,307.0,2,3,2020,2,30,60053,0,0
