,离职人数,疫情等级,月份,lunar_year,lunar_month,lunar_day,前一天在职人数,IsHoliday,IsSpringFestival
2022-06-17,485.0,1,6,2022,5,19,44803,0,0
2022-06-18,82.0,1,6,2022,5,20,45050,0,0
2022-06-19,0.0,1,6,2022,5,21,45478,0,0
2022-06-20,589.0,1,6,2022,5,22,45808,0,0
2022-06-21,438.0,1,6,2022,5,23,45220,0,0
2022-06-22,378.0,1,6,2022,5,24,45525,0,0
2022-06-23,555.0,1,6,2022,5,25,45837,0,0
2022-06-24,442.0,1,6,2022,5,26,45777,0,0
2022-06-25,105.0,1,6,2022,5,27,45688,0,0
2022-06-26,1.0,1,6,2022,5,28,45893,0,0
2022-06-27,669.0,1,6,2022,5,29,46212,0,0
2022-06-28,696.0,1,6,2022,5,30,45543,0,0
2022-06-29,708.0,1,6,2022,6,1,45491,0,0
2022-06-30,2104.0,1,6,2022,6,2,45499,0,0
2022-07-01,458.0,1,7,2022,6,3,44156,0,0
2022-07-02,40.0,1,7,2022,6,4,44603,0,0
2022-07-03,0.0,1,7,2022,6,5,45245,0,0
2022-07-04,435.0,1,7,2022,6,6,45937,0,0
2022-07-05,439.0,1,7,2022,6,7,45511,0,0
2022-07-06,574.0,1,7,2022,6,8,45870,0,0
2022-07-07,679.0,1,7,2022,6,9,45938,0,0
2022-07-08,507.0,1,7,2022,6,10,45993,0,0
2022-07-09,125.0,1,7,2022,6,11,46149,0,0
2022-07-10,0.0,1,7,2022,6,12,46695,0,0
2022-07-11,574.0,1,7,2022,6,13,47515,0,0
2022-07-12,740.0,1,7,2022,6,14,46950,0,0
2022-07-13,415.0,1,7,2022,6,15,47363,0,0
2022-07-14,522.0,1,7,2022,6,16,47603,0,0
2022-07-15,427.0,1,7,2022,6,17,47602,0,0
2022-07-16,89.0,1,7,2022,6,18,47909,0,0
2022-07-17,0.0,1,7,2022,6,19,48788,0,0
2022-07-18,497.0,1,7,2022,6,20,49638,0,0
2022-07-19,429.0,1,7,2022,6,21,49146,0,0
2022-07-20,387.0,1,7,2022,6,22,49766,0,0
2022-07-21,679.0,1,7,2022,6,23,50044,0,0
2022-07-22,611.0,1,7,2022,6,24,49850,0,0
2022-07-23,146.0,1,7,2022,6,25,49721,0,0
2022-07-24,0.0,1,7,2022,6,26,50115,0,0
2022-07-25,722.0,1,7,2022,6,27,50583,0,0
2022-07-26,480.0,1,7,2022,6,28,49861,0,0
2022-07-27,488.0,1,7,2022,6,29,49713,0,0
2022-07-28,785.0,1,7,2022,6,30,49228,0,0
2022-07-29,770.0,1,7,2022,7,1,48608,0,0
2022-07-30,363.0,1,7,2022,7,2,47965,0,0
2022-07-31,1.0,1,7,2022,7,3,48034,0,0
2022-08-01,560.0,1,8,2022,7,4,48244,0,0
2022-08-02,263.0,1,8,2022,7,5,47766,0,0
2022-08-03,229.0,1,8,2022,7,6,47944,0,0
2022-08-04,550.0,1,8,2022,7,7,48478,0,0
2022-08-05,575.0,1,8,2022,7,8,48702,0,0
2022-08-06,200.0,1,8,2022,7,9,48697,0,0
2022-08-07,2.0,1,8,2022,7,10,48940,0,0
2022-08-08,1008.0,1,8,2022,7,11,49323,0,0
2022-08-09,468.0,1,8,2022,7,12,48325,0,0
2022-08-10,513.0,1,8,2022,7,13,48452,0,0
2022-08-11,746.0,1,8,2022,7,14,48438,0,0
2022-08-12,790.0,1,8,2022,7,15,48261,0,0
2022-08-13,248.0,1,8,2022,7,16,47975,0,0
2022-08-14,38.0,1,8,2022,7,17,49320,0,0
2022-08-15,1276.0,1,8,2022,7,18,51074,0,0
2022-08-16,588.0,1,8,2022,7,19,51110,0,0
2022-08-17,676.0,1,8,2022,7,20,51591,0,0
2022-08-18,1351.0,1,8,2022,7,21,52405,0,0
2022-08-19,1344.0,1,8,2022,7,22,52615,0,0
2022-08-20,288.0,1,8,2022,7,23,52789,0,0
2022-08-21,1.0,1,8,2022,7,24,53323,0,0
2022-08-22,1908.0,1,8,2022,7,25,53935,0,0
2022-08-23,883.0,1,8,2022,7,26,52028,0,0
2022-08-24,952.0,1,8,2022,7,27,51643,0,0
2022-08-25,1346.0,1,8,2022,7,28,50970,0,0
2022-08-26,1144.0,1,8,2022,7,29,49948,0,0
2022-08-27,168.0,1,8,2022,8,1,49115,0,0
2022-08-28,1.0,1,8,2022,8,2,49184,0,0
2022-08-29,894.0,1,8,2022,8,3,49421,0,0
2022-08-30,445.0,1,8,2022,8,4,48528,0,0
2022-08-31,496.0,1,8,2022,8,5,48341,0,0
2022-09-01,485.0,1,9,2022,8,6,48319,0,0
2022-09-02,313.0,1,9,2022,8,7,48322,0,0
2022-09-03,61.0,1,9,2022,8,8,48483,0,0
2022-09-04,3.0,1,9,2022,8,9,49078,0,0
2022-09-05,658.0,1,9,2022,8,10,49589,0,0
2022-09-06,426.0,1,9,2022,8,11,49407,0,0
2022-09-07,355.0,1,9,2022,8,12,49617,0,0
2022-09-08,625.0,1,9,2022,8,13,50084,0,0
2022-09-09,544.0,1,9,2022,8,14,50123,0,0
2022-09-10,1.0,1,9,2022,8,15,49595,1,0
2022-09-11,3.0,1,9,2022,8,16,49594,1,0
2022-09-12,7.0,1,9,2022,8,17,49591,1,0
2022-09-13,423.0,1,9,2022,8,18,50994,0,0
2022-09-14,387.0,1,9,2022,8,19,50765,0,0
2022-09-15,410.0,1,9,2022,8,20,50878,0,0
2022-09-16,573.0,1,9,2022,8,21,51065,0,0
2022-09-17,53.0,1,9,2022,8,22,50978,0,0
2022-09-18,0.0,1,9,2022,8,23,51186,0,0
2022-09-19,507.0,1,9,2022,8,24,51186,0,0
2022-09-20,356.0,1,9,2022,8,25,51317,0,0
2022-09-21,332.0,1,9,2022,8,26,51026,0,0
2022-09-22,416.0,1,9,2022,8,27,51056,0,0
2022-09-23,574.0,1,9,2022,8,28,51030,0,0
2022-09-24,87.0,1,9,2022,8,29,50717,0,0
2022-09-25,0.0,1,9,2022,8,30,50813,0,0
2022-09-26,663.0,1,9,2022,9,1,50969,0,0
2022-09-27,482.0,1,9,2022,9,2,50310,0,0
2022-09-28,462.0,1,9,2022,9,3,49920,0,0
2022-09-29,815.0,1,9,2022,9,4,49560,0,0
2022-09-30,1034.0,1,9,2022,9,5,48826,0,0
2022-10-01,26.0,1,10,2022,9,6,47798,1,0
2022-10-02,0.0,1,10,2022,9,7,47772,1,0
2022-10-03,0.0,1,10,2022,9,8,47772,1,0
2022-10-04,0.0,1,10,2022,9,9,47772,1,0
2022-10-05,3.0,1,10,2022,9,10,48112,1,0
2022-10-06,206.0,1,10,2022,9,11,48109,1,0
2022-10-07,245.0,1,10,2022,9,12,48052,1,0
2022-10-08,23.0,1,10,2022,9,13,47917,0,0
2022-10-09,0.0,1,10,2022,9,14,47909,0,0
2022-10-10,308.0,1,10,2022,9,15,47909,0,0
2022-10-11,265.0,1,10,2022,9,16,47900,0,0
2022-10-12,183.0,1,10,2022,9,17,47700,0,0
2022-10-13,254.0,1,10,2022,9,18,47668,0,0
2022-10-14,244.0,1,10,2022,9,19,47414,0,0
2022-10-15,34.0,1,10,2022,9,20,47173,0,0
2022-10-16,0.0,1,10,2022,9,21,47140,0,0
2022-10-17,206.0,1,10,2022,9,22,47140,0,0
2022-10-18,234.0,1,10,2022,9,23,47448,0,0
2022-10-19,165.0,1,10,2022,9,24,47485,0,0
2022-10-20,200.0,1,10,2022,9,25,47473,0,0
2022-10-21,218.0,1,10,2022,9,26,47423,0,0
2022-10-22,52.0,1,10,2022,9,27,47368,0,0
2022-10-23,0.0,1,10,2022,9,28,47318,0,0
2022-10-24,338.0,1,10,2022,9,29,47318,0,0
2022-10-25,236.0,1,10,2022,10,1,47291,0,0
2022-10-26,288.0,1,10,2022,10,2,47076,0,0
2022-10-27,422.0,1,10,2022,10,3,46928,0,0
2022-10-28,588.0,1,10,2022,10,4,46647,0,0
2022-10-29,81.0,1,10,2022,10,5,46480,0,0
2022-10-30,0.0,1,10,2022,10,6,46404,0,0
2022-10-31,1521.0,1,10,2022,10,7,46404,0,0
2022-11-01,729.0,1,11,2022,10,8,45907,0,0
2022-11-02,166.0,1,11,2022,10,9,45216,0,0
2022-11-03,253.0,1,11,2022,10,10,45443,0,0
2022-11-04,343.0,1,11,2022,10,11,45606,0,0
2022-11-05,46.0,1,11,2022,10,12,45586,0,0
2022-11-06,0.0,1,11,2022,10,13,45547,0,0
2022-11-07,399.0,1,11,2022,10,14,45547,0,0
2022-11-08,231.0,1,11,2022,10,15,46052,0,0
2022-11-09,269.0,1,11,2022,10,16,45845,0,0
2022-11-10,329.0,1,11,2022,10,17,45704,0,0
2022-11-11,299.0,1,11,2022,10,18,45483,0,0
2022-11-12,45.0,1,11,2022,10,19,45266,0,0
2022-11-13,0.0,1,11,2022,10,20,45223,0,0
2022-11-14,297.0,1,11,2022,10,21,45223,0,0
2022-11-15,197.0,1,11,2022,10,22,45166,0,0
2022-11-16,163.0,1,11,2022,10,23,44996,0,0
2022-11-17,235.0,1,11,2022,10,24,44885,0,0
2022-11-18,213.0,1,11,2022,10,25,44699,0,0
2022-11-19,46.0,1,11,2022,10,26,44544,0,0
2022-11-20,0.0,1,11,2022,10,27,44500,0,0
2022-11-21,283.0,1,11,2022,10,28,44500,0,0
2022-11-22,157.0,1,11,2022,10,29,44343,0,0
2022-11-23,179.0,1,11,2022,10,30,44210,0,0
2022-11-24,234.0,1,11,2022,11,1,44044,0,0
2022-11-25,319.0,1,11,2022,11,2,43821,0,0
2022-11-26,73.0,1,11,2022,11,3,43514,0,0
2022-11-27,0.0,1,11,2022,11,4,43443,0,0
2022-11-28,388.0,1,11,2022,11,5,43443,0,0
2022-11-29,169.0,1,11,2022,11,6,43079,0,0
2022-11-30,330.0,1,11,2022,11,7,42928,0,0
2022-12-01,331.0,1,12,2022,11,8,42612,0,0
2022-12-02,173.0,1,12,2022,11,9,42296,0,0
2022-12-03,12.0,1,12,2022,11,10,42138,0,0
2022-12-04,0.0,1,12,2022,11,11,42128,0,0
2022-12-05,317.0,1,12,2022,11,12,42128,0,0
2022-12-06,142.0,1,12,2022,11,13,41849,0,0
2022-12-07,146.0,1,12,2022,11,14,41711,0,0
2022-12-08,222.0,1,12,2022,11,15,41591,0,0
2022-12-09,214.0,1,12,2022,11,16,41413,0,0
2022-12-10,39.0,1,12,2022,11,17,41391,0,0
2022-12-11,0.0,1,12,2022,11,18,41354,0,0
2022-12-12,235.0,1,12,2022,11,19,41354,0,0
2022-12-13,146.0,1,12,2022,11,20,41503,0,0
2022-12-14,167.0,1,12,2022,11,21,41363,0,0
2022-12-15,304.0,1,12,2022,11,22,41247,0,0
2022-12-16,399.0,1,12,2022,11,23,40977,0,0
2022-12-17,52.0,1,12,2022,11,24,40601,0,0
2022-12-18,0.0,1,12,2022,11,25,40551,0,0
2022-12-19,500.0,1,12,2022,11,26,40551,0,0
2022-12-20,212.0,1,12,2022,11,27,40103,0,0
2022-12-21,253.0,1,12,2022,11,28,39913,0,0
2022-12-22,338.0,1,12,2022,11,29,39764,0,0
2022-12-23,532.0,1,12,2022,12,1,39512,0,0
2022-12-24,109.0,1,12,2022,12,2,39027,0,0
2022-12-25,0.0,1,12,2022,12,3,38939,0,0
2022-12-26,853.0,1,12,2022,12,4,38955,0,0
2022-12-27,617.0,1,12,2022,12,5,38102,0,0
2022-12-28,927.0,1,12,2022,12,6,37501,0,0
2022-12-29,1073.0,1,12,2022,12,7,36608,0,0
2022-12-30,2184.0,1,12,2022,12,8,35585,0,0
2022-12-31,31.0,1,12,2022,12,9,33467,1,0
2023-01-01,3.0,0,1,2022,12,10,33439,1,0
2023-01-02,0.0,0,1,2022,12,11,33436,1,0
2023-01-03,274.0,0,1,2022,12,12,33523,0,0
2023-01-04,292.0,0,1,2022,12,13,33252,0,0
2023-01-05,481.0,0,1,2022,12,14,33024,0,0
2023-01-06,755.0,0,1,2022,12,15,32594,0,0
2023-01-07,175.0,0,1,2022,12,16,31879,0,0
2023-01-08,0.0,0,1,2022,12,17,31707,0,0
2023-01-09,898.0,0,1,2022,12,18,31708,0,0
2023-01-10,665.0,0,1,2022,12,19,30869,0,0
2023-01-11,307.0,0,1,2022,12,20,30205,0,0
2023-01-12,797.0,0,1,2022,12,21,29900,0,0
2023-01-13,820.0,0,1,2022,12,22,29104,0,0
2023-01-14,3.0,0,1,2022,12,23,28286,0,0
2023-01-15,3.0,0,1,2022,12,24,28284,0,1
2023-01-16,0.0,0,1,2022,12,25,28281,0,1
2023-01-17,0.0,0,1,2022,12,26,28281,0,1
2023-01-18,0.0,0,1,2022,12,27,28281,0,1
2023-01-19,0.0,0,1,2022,12,28,28281,0,1
2023-01-20,0.0,0,1,2022,12,29,28281,0,1
2023-01-21,0.0,0,1,2022,12,30,28281,1,1
2023-01-22,0.0,0,1,2023,1,1,28281,1,1
2023-01-23,0.0,0,1,2023,1,2,28281,1,1
2023-01-24,0.0,0,1,2023,1,3,28281,1,1
2023-01-25,0.0,0,1,2023,1,4,28281,1,1
2023-01-26,0.0,0,1,2023,1,5,28281,1,1
2023-01-27,23.0,0,1,2023,1,6,28281,1,1
2023-01-28,30.0,0,1,2023,1,7,28262,0,1
2023-01-29,1.0,0,1,2023,1,8,28317,0,0
2023-01-30,166.0,0,1,2023,1,9,28395,0,0
2023-01-31,606.0,0,1,2023,1,10,28329,0,0
2023-02-01,226.0,0,2,2023,1,11,27950,0,0
2023-02-02,203.0,0,2,2023,1,12,28072,0,0
2023-02-03,160.0,0,2,2023,1,13,28185,0,0
2023-02-04,34.0,0,2,2023,1,14,28336,0,0
2023-02-05,0.0,0,2,2023,1,15,28607,0,0
2023-02-06,389.0,0,2,2023,1,16,28855,0,0
2023-02-07,215.0,0,2,2023,1,17,28651,0,0
2023-02-08,147.0,0,2,2023,1,18,28795,0,0
2023-02-09,330.0,0,2,2023,1,19,29055,0,0
2023-02-10,243.0,0,2,2023,1,20,29201,0,0
2023-02-11,81.0,0,2,2023,1,21,29674,0,0
2023-02-12,39.0,0,2,2023,1,22,30355,0,0
2023-02-13,330.0,0,2,2023,1,23,31135,0,0
2023-02-14,258.0,0,2,2023,1,24,30808,0,0
2023-02-15,247.0,0,2,2023,1,25,30746,0,0
2023-02-16,421.0,0,2,2023,1,26,30779,0,0
2023-02-17,338.0,0,2,2023,1,27,30730,0,0
2023-02-18,18.0,0,2,2023,1,28,30430,0,0
2023-02-19,1.0,0,2,2023,1,29,30420,0,0
2023-02-20,341.0,0,2,2023,2,1,30428,0,0
2023-02-21,229.0,0,2,2023,2,2,30087,0,0
2023-02-22,131.0,0,2,2023,2,3,29865,0,0
2023-02-23,204.0,0,2,2023,2,4,29743,0,0
2023-02-24,129.0,0,2,2023,2,5,29546,0,0
2023-02-25,28.0,0,2,2023,2,6,29425,0,0
2023-02-26,0.0,0,2,2023,2,7,29404,0,0
2023-02-27,165.0,0,2,2023,2,8,29415,0,0
2023-02-28,108.0,0,2,2023,2,9,29250,0,0
2023-03-01,104.0,0,3,2023,2,10,29157,0,0
2023-03-02,83.0,0,3,2023,2,11,29064,0,0
2023-03-03,123.0,0,3,2023,2,12,29008,0,0
2023-03-04,48.0,0,3,2023,2,13,28898,0,0
2023-03-05,0.0,0,3,2023,2,14,28859,0,0
2023-03-06,313.0,0,3,2023,2,15,28871,0,0
2023-03-07,87.0,0,3,2023,2,16,28558,0,0
2023-03-08,84.0,0,3,2023,2,17,28621,0,0
2023-03-09,123.0,0,3,2023,2,18,28686,0,0
2023-03-10,116.0,0,3,2023,2,19,28733,0,0
2023-03-11,25.0,0,3,2023,2,20,28826,0,0
2023-03-12,5.0,0,3,2023,2,21,28922,0,0
2023-03-13,189.0,0,3,2023,2,22,29001,0,0
2023-03-14,128.0,0,3,2023,2,23,28814,0,0
2023-03-15,127.0,0,3,2023,2,24,28820,0,0
2023-03-16,153.0,0,3,2023,2,25,28813,0,0
2023-03-17,156.0,0,3,2023,2,26,28675,0,0
2023-03-18,12.0,0,3,2023,2,27,28535,0,0
2023-03-19,0.0,0,3,2023,2,28,28535,0,0
2023-03-20,129.0,0,3,2023,2,29,28549,0,0
2023-03-21,88.0,0,3,2023,2,30,28420,0,0
2023-03-22,100.0,0,3,2023,2,1,28348,0,0
2023-03-23,151.0,0,3,2023,2,2,28262,0,0
2023-03-24,122.0,0,3,2023,2,3,28121,0,0
2023-03-25,27.0,0,3,2023,2,4,28013,0,0
2023-03-26,0.0,0,3,2023,2,5,27996,0,0
2023-03-27,192.0,0,3,2023,2,6,28004,0,0
2023-03-28,112.0,0,3,2023,2,7,27812,0,0
2023-03-29,122.0,0,3,2023,2,8,27723,0,0
2023-03-30,137.0,0,3,2023,2,9,27609,0,0
2023-03-31,254.0,0,3,2023,2,10,27477,0,0
2023-04-01,71.0,0,4,2023,2,11,27236,0,0
2023-04-02,0.0,0,4,2023,2,12,27172,0,0
2023-04-03,0.0,0,4,2023,2,13,27175,0,0
2023-04-04,0.0,0,4,2023,2,14,27175,0,0
2023-04-05,0.0,0,4,2023,2,15,27175,1,0
2023-04-06,135.0,0,4,2023,2,16,27175,0,0
2023-04-07,2857.0,0,4,2023,2,17,27040,0,0
2023-04-08,70.0,0,4,2023,2,18,26948,0,0
2023-04-09,1.0,0,4,2023,2,19,26930,0,0
2023-04-10,223.0,0,4,2023,2,20,27066,0,0
2023-04-11,74.0,0,4,2023,2,21,26860,0,0
2023-04-12,55.0,0,4,2023,2,22,27030,0,0
2023-04-13,157.0,0,4,2023,2,23,27227,0,0
2023-04-14,151.0,0,4,2023,2,24,27239,0,0
2023-04-15,125.0,0,4,2023,2,25,27365,0,0
2023-04-16,3.0,0,4,2023,2,26,27406,0,0
2023-04-17,126.0,0,4,2023,2,27,27565,0,0
2023-04-18,107.0,0,4,2023,2,28,27545,0,0
2023-04-19,124.0,0,4,2023,2,29,27722,0,0
2023-04-20,301.0,0,4,2023,3,1,27989,0,0
2023-04-21,216.0,0,4,2023,3,2,28075,0,0
2023-04-22,62.0,0,4,2023,3,3,28218,0,0
2023-04-23,15.0,0,4,2023,3,4,28499,0,0
2023-04-24,316.0,0,4,2023,3,5,28797,0,0
2023-04-25,250.0,0,4,2023,3,6,28483,0,0
2023-04-26,188.0,0,4,2023,3,7,28796,0,0
2023-04-27,373.0,0,4,2023,3,8,28866,0,0
2023-04-28,561.0,0,4,2023,3,9,28700,0,0
2023-04-29,25.0,0,4,2023,3,10,28351,1,0
2023-04-30,26.0,0,4,2023,3,11,28666,1,0
2023-05-01,33.0,0,5,2023,3,12,28918,1,0
2023-05-02,237.0,0,5,2023,3,13,28885,1,0
2023-05-03,166.0,0,5,2023,3,14,28652,1,0
2023-05-04,154.0,0,5,2023,3,15,28771,0,0
2023-05-05,343.0,0,5,2023,3,16,29063,0,0
2023-05-06,89.0,0,5,2023,3,17,29202,0,0
2023-05-07,17.0,0,5,2023,3,18,29631,0,0
2023-05-08,423.0,0,5,2023,3,19,30182,0,0
2023-05-09,213.0,0,5,2023,3,20,29761,0,0
2023-05-10,342.0,0,5,2023,3,21,30293,0,0
2023-05-11,402.0,0,5,2023,3,22,30532,0,0
2023-05-12,375.0,0,5,2023,3,23,30647,0,0
2023-05-13,89.0,0,5,2023,3,24,30876,0,0
2023-05-14,19.0,0,5,2023,3,25,31350,0,0
2023-05-15,407.0,0,5,2023,3,26,31788,0,0
2023-05-16,301.0,0,5,2023,3,27,31390,0,0
2023-05-17,335.0,0,5,2023,3,28,31723,0,0
2023-05-18,426.0,0,5,2023,3,29,32028,0,0
2023-05-19,377.0,0,5,2023,4,1,32171,0,0
2023-05-20,68.0,0,5,2023,4,2,32263,0,0
2023-05-21,19.0,0,5,2023,4,3,32717,0,0
2023-05-22,493.0,0,5,2023,4,4,33118,0,0
2023-05-23,327.0,0,5,2023,4,5,32640,0,0
2023-05-24,371.0,0,5,2023,4,6,32873,0,0
2023-05-25,548.0,0,5,2023,4,7,32979,0,0
2023-05-26,422.0,0,5,2023,4,8,32850,0,0
2023-05-27,102.0,0,5,2023,4,9,32859,0,0
2023-05-28,8.0,0,5,2023,4,10,33179,0,0
2023-05-29,536.0,0,5,2023,4,11,33774,0,0
2023-05-30,353.0,0,5,2023,4,12,33246,0,0
2023-05-31,439.0,0,5,2023,4,13,33234,0,0
2023-06-01,588.0,0,6,2023,4,14,32947,0,0
2023-06-02,278.0,0,6,2023,4,15,32465,0,0
2023-06-03,41.0,0,6,2023,4,16,32344,0,0
2023-06-04,1.0,0,6,2023,4,17,32457,0,0
2023-06-05,384.0,0,6,2023,4,18,32602,0,0
2023-06-06,198.0,0,6,2023,4,19,32224,0,0
2023-06-07,235.0,0,6,2023,4,20,32546,0,0
2023-06-08,312.0,0,6,2023,4,21,32880,0,0
2023-06-09,308.0,0,6,2023,4,22,33002,0,0
2023-06-10,70.0,0,6,2023,4,23,33027,0,0
2023-06-11,5.0,0,6,2023,4,24,33277,0,0
2023-06-12,424.0,0,6,2023,4,25,33597,0,0
2023-06-13,275.0,0,6,2023,4,26,33178,0,0
2023-06-14,284.0,0,6,2023,4,27,33474,0,0
2023-06-15,336.0,0,6,2023,4,28,33790,0,0
2023-06-16,308.0,0,6,2023,4,29,33955,0,0
2023-06-17,174.0,0,6,2023,4,30,34002,0,0
2023-06-18,12.0,0,6,2023,5,1,34385,0,0
2023-06-19,273.0,0,6,2023,5,2,34762,0,0
2023-06-20,245.0,0,6,2023,5,3,34500,0,0
2023-06-21,335.0,0,6,2023,5,4,34937,0,0
2023-06-22,27.0,0,6,2023,5,5,35195,1,0
2023-06-23,23.0,0,6,2023,5,6,35168,1,0
2023-06-24,37.0,0,6,2023,5,7,35794,1,0
2023-06-25,22.0,0,6,2023,5,8,36802,0,0
2023-06-26,655.0,0,6,2023,5,9,37785,0,0
2023-06-27,387.0,0,6,2023,5,10,37132,0,0
2023-06-28,327.0,0,6,2023,5,11,37211,0,0
2023-06-29,609.0,0,6,2023,5,12,37289,0,0
2023-06-30,653.0,0,6,2023,5,13,37009,0,0
2023-07-01,139.0,0,7,2023,5,14,36832,0,0
2023-07-02,19.0,0,7,2023,5,15,37541,0,0
2023-07-03,651.0,0,7,2023,5,16,38033,0,0
2023-07-04,326.0,0,7,2023,5,17,37387,0,0
2023-07-05,276.0,0,7,2023,5,18,37485,0,0
2023-07-06,490.0,0,7,2023,5,19,37731,0,0
2023-07-07,416.0,0,7,2023,5,20,37664,0,0
2023-07-08,108.0,0,7,2023,5,21,37805,0,0
2023-07-09,6.0,0,7,2023,5,22,38118,0,0
2023-07-10,560.0,0,7,2023,5,23,38581,0,0
2023-07-11,281.0,0,7,2023,5,24,38035,0,0
2023-07-12,335.0,0,7,2023,5,25,38258,0,0
2023-07-13,436.0,0,7,2023,5,26,38333,0,0
2023-07-14,357.0,0,7,2023,5,27,38211,0,0
2023-07-15,63.0,0,7,2023,5,28,38045,0,0
2023-07-16,5.0,0,7,2023,5,29,38355,0,0
2023-07-17,402.0,0,7,2023,5,30,38832,0,0
2023-07-18,234.0,0,7,2023,6,1,38432,0,0
2023-07-19,259.0,0,7,2023,6,2,38623,0,0
2023-07-20,363.0,0,7,2023,6,3,38541,0,0
2023-07-21,339.0,0,7,2023,6,4,38296,0,0
2023-07-22,80.0,0,7,2023,6,5,38044,0,0
2023-07-23,1.0,0,7,2023,6,6,38058,0,0
2023-07-24,483.0,0,7,2023,6,7,38263,0,0
2023-07-25,249.0,0,7,2023,6,8,37794,0,0
2023-07-26,296.0,0,7,2023,6,9,38375,0,0
2023-07-27,378.0,0,7,2023,6,10,38228,0,0
2023-07-28,464.0,0,7,2023,6,11,37980,0,0
2023-07-29,71.0,0,7,2023,6,12,37643,0,0
2023-07-30,1.0,0,7,2023,6,13,37783,0,0
2023-07-31,749.0,0,7,2023,6,14,37980,0,0
